"loinc", "TFC", "TestName"
32546-4,G6QA,G6PD Quantitative assay
13983-2,GA,"  Gamma Globulins"
13983-2,GA,"  Gamma Globulins"
13983-2,GA,"  Gamma Globulins"
9738-6,GABA,Gabapentin
9738-6,GABA,Gabapentin
9738-6,GABA,Gabapentin
13926-1,GAD,Anti-GAD Ab
13926-1,GAD,Anti-GAD Ab
13926-1,GAD,Anti-GAD Ab
13926-1,GADA,ANTI GAD ANTIBODY
2756-5,GAG1,Urine pH
14683-7,GAG2,Urine Creatinine
2399-4,GAG3,Urine Total GAG
46132-7,GAG4,GAG  / Creatinine Ratio
2399-4,GAGC,Urine glycosaminoglycans
46132-7,GAGE,Urine GAG:creatinine ratio
44099-0,GALA,Galactomannan
44099-0,GALA,Galactomannan
44099-0,GALA,Galactomannan
1813-5,GALA,Galactomannan
44099-0,GALE,Galactomannan Agn. ELISA
44099-0,GALE,Galactomannan Agn. ELISA
44099-0,GALE,Galactomannan Agn. ELISA
44099-0,GALE,Galactomannan Agn. ELISA
62467-6,GALI,Galactomannan Agn. INDEX
44099-0,GALR,Galactomannan (REFS)
33037-3,GAP,Anion Gap
33037-3,GAP,Anion Gap
15072-2,GASH,Gastrin
15072-2,GASN,Gastrin
15072-2,GASN,Gastrin
26969-6,GASP,Gastric Parietal cell Abs
26969-6,GASP,Gastric Parietal cell Abs
26969-6,GASP,Gastric Parietal cell Abs
26969-6,GASP,Gastric Parietal cell Abs
15072-2,GAST,Gastrin
15072-2,GAST,Gastrin
15072-2,GAST,Gastrin
15072-2,GAST,Gastrin
59394-7,GBM,Glomerular Basement Memb Ab
63262-0,GBM,Glomerular Basement Memb Ab
59394-7,GBM,Glomerular Basement Memb Ab
59394-7,GBM,Glomerular Basement Memb Ab
24111-7,GC2,N. gonorrhoea DNA (PCR)
21416-3,GC2,N. gonorrhoea DNA (PCR)
21416-3,GC2,N. gonorrhoea DNA (PCR)
19289-8,GCCA,Cannabinoids Confirmation:
10352-3,GCCU,Cervical culture
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
33968-9,GCOT,Anti-SARS CoV 2 Total Ab
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
42957-1,GCOV,Anti-SARS CoV 2 IgG Result
LOC_ESO,GCSY,Globin Chain Biosynthesis
32764-3,GECC,Clue cells
32764-3,GECC,Clue cells
75269-1,GECU,Culture and Sensitivity
10352-3,GECU,Culture and Sensitivity
31201-7,GEEN,Geenius HIV1&2
31201-7,GEEN,Geenius HIV1&2
56888-1,GEEN,Geenius HIV1&2
31201-7,GEEN,Geenius HIV1&2
31201-7,GEEN,Geenius HIV1&2
10352-3,GEN,GENITAL CULTURE
72862-6,GENC,Culture
32286-7,GENC,Culture
47109-4,GENL,GENTAMYCIN LEVEL
47109-4,GENL,GENTAMYCIN LEVEL
33062-1,GENO,Gentamicin levels pre/post
47109-4,GENT,Gentamicin levels pre/post
47109-4,GENT,Gentamicin levels pre/post
47109-4,GENT,Gentamicin levels pre/post
47109-4,GENT,Gentamicin levels pre/post
32761-9,GENW,WBC
32761-9,GENW,WBC
6565-6,GETR,Trichomonas vaginalis
6565-6,GETR,Trichomonas vaginalis
12275-4,GETW,Yeasts
12275-4,GETW,Yeasts
31418-7,GF,Glandular Fever Screen
29775-4,GF1,IGF-I
33914-3,GFR,Estimated GFR
33914-3,GFR,Estimated GFR
33914-3,GFR,Estimated GFR
33914-3,GFR,Estimated GFR
33914-3,GFR,Estimated GFR
33914-3,GFRC,Estimated GFR NOTE:
13983-2,GG,Gamma Globulins %
13983-2,GG,Gamma Globulins %
13983-2,GG,Gamma Globulins %
2874-6,GGG,Gamma-globulins
2874-6,GGG,Gamma-globulins
15073-0,GGON,Glucagon
2324-2,GGT,Gamma Glutamyl Transferase
2324-2,GGT,Gamma Glutamyl Transferase
2324-2,GGT,Gamma Glutamyl Transferase
2324-2,GGT,Gamma Glutamyl Transferase
2324-2,GGT,Gamma Glutamyl Transferase
2324-2,GGT,Gamma Glutamyl Transferase
59261-8,GHBI,Haemoglobin A1c (mmol/mol)
59261-8,GHBI,Haemoglobin A1c (mmol/mol)
59261-8,GHBI,Haemoglobin A1c (mmol/mol)
59261-8,GHBI,Haemoglobin A1c (mmol/mol)
33858-2,GHCN,Growth hormone (curve)
33858-2,GHM,Growth Hormone
33858-2,GHM,Growth Hormone
33858-2,GHN,Growth hormone
33858-2,GHN,Growth hormone
16130-7,GHS1,HSV Type 1 result - Internal
16130-7,GHS1,HSV Type 1 result - Internal
16131-5,GHS2,HSV Type 2 result - Internal
16131-5,GHS2,HSV Type 2 result - Internal
29868-7,GHYB,Gamma Hydroxy Butyrate
27265-8,GIAG,Giardia Specific Ag
27265-8,GIAG,Giardia Specific Ag
22304-0,GIAR,Giardia IFAT
22304-0,GIAR,Giardia IFAT
27265-8,GIAS,Giardia PCR
45169-0,GIG1,GM1-Ab  IgG
31497-1,GIG1,GM1-Ab  IgG
31497-1,GIG1,GM1-Ab  IgG
43601-4,GIG2,GD1b-Ab IgG
43601-4,GIG2,GD1b-Ab IgG
43601-4,GIG2,GD1b-Ab IgG
17579-4,GIG3,GQ1b-Ab IgG
17579-4,GIG3,GQ1b-Ab IgG
17579-4,GIG3,GQ1b-Ab IgG
LOC_ESOGEN,GILB,Gilbert's syndrome gene
44750-8,GIM1,GM1-Ab  IgM
44750-8,GIM1,GM1-Ab  IgM
44750-8,GIM1,GM1-Ab  IgM
43600-6,GIM2,GD1b-Ab IgM
43600-6,GIM2,GD1b-Ab IgM
43600-6,GIM2,GD1b-Ab IgM
17581-0,GIM3,GQ1b-Ab IgM
17581-0,GIM3,GQ1b-Ab IgM
17581-0,GIM3,GQ1b-Ab IgM
20495-8,GLGA,Gliadin IgA
20496-6,GLGG,Gliadin IgG
10834-0,GLOB,Globulins
10834-0,GLOB,Globulins
10834-0,GLOB,Globulins
10834-0,GLOB,Globulins
48112-7,GLPX,Glutathione Peroxidase assay
14749-6,GLU,Glucose
14749-6,GLUD,Glucose (curve)
15073-0,GLUG,Glucagon
2338-2,GLUG,Glucagon
15073-0,GLUG,Glucagon
LOC_ESO,GLYC,Anti-glycolipid Ab's
LOC_ESO,GLYR,Glycine receptor antibodies
54905-5,GN1P,Norovirus G1 genome
54906-3,GN2P,Norovirus G2 genome
LOC_ESOGEN,GNAS,Gene Test - GNAS1
21416-3,GOND,N. gonorrhoea DNA PCR
21416-3,GOND,N. gonorrhoea DNA PCR
21416-3,GOND,N. gonorrhoea DNA PCR
26969-6,GP,Gastric Parietal Abs
79381-0,GP01,Adenovirus 40/41
31709-9,GP01,Adenovirus 40/41
79389-3,GP02,Rotavirus A
79381-0,GP02,Rotavirus A
79381-0,GP03,Norovirus GI/GII
76628-7,GP03,Norovirus GI/GII
54067-4,GP04,C. difficile toxin A/B gene
79381-0,GP04,C. difficile toxin A/B gene
49612-5,GP05,Salmonella
79381-0,GP05,Salmonella
46455-2,GP06,Shigella
79381-0,GP06,Shigella
49614-1,GP07,Campylobacter jejuni/coli/lari
79381-0,GP07,Campylobacter jejuni/coli/lari
38990-8,GP08,Escherichia coli O157
79381-0,GP08,Escherichia coli O157
80351-0,GP09,Enterotoxigenic E.coli (ETEC)
79381-0,GP09,Enterotoxigenic E.coli (ETEC)
79381-0,GP10,Yersinia enterocolitica
79385-1,GP10,Yersinia enterocolitica
79384-4,GP11,Vibro cholerae
79381-0,GP11,Vibro cholerae
79381-0,GP12,Shiga-like toxin producing
79381-0,GP12,Shiga-like toxin producing
60544-4,GP13,Giardia lamblia
79381-0,GP13,Giardia lamblia
79381-0,GP14,Cryptosporidium
60545-1,GP14,Cryptosporidium
79381-0,GP15,Entamoeba histolytica
6396-6,GP15,Entamoeba histolytica
19769-9,GPAT,Pathologist
79381-0,GPP1,GASTROINTESTINAL PATHOGENS:
47109-4,GPRE,Gentamicin (Pre-Dose)
47109-4,GPRE,Gentamicin (Pre-Dose)
24111-7,GPRT,GC NAAT
47109-4,GPST,Gentamicin (Post-Dose)
47109-4,GPST,Gentamicin (Post-Dose)
79460-2,GPU,Gal-1-P uridyl transferase
79460-2,GPUT,Gal-1-Phosphate Uriyl Trans.
LOC_ESO,GRAB,Granulocyte antibodies
51924-9,GRAB,Granulocyte antibodies
80368-4,GRCU,Rectal culture
47109-4,GRDM,Gentamicin Levels
47109-4,GRDM,Gentamicin Levels
51924-9,GRIM,Anti-Granulocyte abs
664-3,GRMS,Gram stain
79600-3,GSH,Blood Reduced Glutathione
79609-4,GSSG,Blood Oxidised Glutathione
2379-6,GST,Glutathione S-transferase
14749-6,GT0,"Glucose (fasting, pre 75g GTT)"
14749-6,GT05,Blood Glucose (30 mins)
14749-6,GT05,Blood Glucose (30 mins)
14749-6,GT05,Blood Glucose (30 mins)
14749-6,GT12,"Glucose (120 min, 75g GTT)"
14749-6,GT15,Blood Glucose (1.5 hr)
14749-6,GT15,Blood Glucose (1.5 hr)
14749-6,GT15,Blood Glucose (1.5 hr)
14749-6,GT60,"Glucose (60 min, 75g GTT)"
696-5,GTCU,Throat culture
14749-6,GTT1,Blood Glucose (1.0 hr)
14749-6,GTT1,Blood Glucose (1.0 hr)
14749-6,GTT1,Blood Glucose (1.0 hr)
14749-6,GTT2,Blood Glucose (2.0 hr)
14749-6,GTT2,Blood Glucose (2.0 hr)
14749-6,GTT2,Blood Glucose (2.0 hr)
14749-6,GTTF,Fasting Glucose
14749-6,GTTF,Fasting Glucose
14749-6,GTTF,Fasting Glucose
14749-6,GTTL,Interpretative Comment
10352-3,GUCU,Urethral culture
69936-3,GV2,Gardnerella vaginalis DNA(PCR)
69936-3,GV2,Gardnerella vaginalis DNA(PCR)
69936-3,GV2,Gardnerella vaginalis DNA(PCR)
6410-5,GVPC,Gardnarella vaginalis DNA PCR
69936-3,GVPC,Gardnarella vaginalis DNA PCR
20393-5,H,Haemolysis Index
20393-5,H,Haemolysis Index
20393-5,H,Haemolysis Index
20393-5,H,Haemolysis Index
20393-5,H,Haemolysis Index
77028-9,H1N1,Influenza A H1N1 RNA
77028-9,H1N1,Influenza A H1N1 RNA
77028-9,H1N1,Influenza A H1N1 RNA
77028-9,H1N1,Influenza A H1N1 RNA
74853-3,H1NA,HIV-1 Genome
LOC_ESO,H1NA,HIV-1 Genome
44263-2,H1NA,HIV-1 Genome
44263-2,H1NA,HIV-1 Genome
56888-1,H24A,Anti-HIV 1/2 + p24ag (Murex)
56888-1,H24I,Anti-HIV 1/2 + p24ag (EIA)
42245-1,HA2,Haemoglobin A2
42245-1,HA2,Haemoglobin A2
42245-1,HA2,Haemoglobin A2
42245-1,HA2,Haemoglobin A2
25432-6,HAEM,Haemophilus antibodies
22312-3,HAGR,Anti-Hepatitis A Total Ab
14975-7,HAMA,Human Anti-Mouse Abs
22314-9,HAMR,Anti-Hepatitis A IgM
60264-9,HANT,HANTAVIRUS Antibodies
4542-7,HAPT,Haptoglobins
4542-7,HAPT,Haptoglobins
4542-7,HAPT,Haptoglobins
4542-7,HAPT,Haptoglobins
4542-7,HAPT,Haptoglobins
4542-7,HAPT,Haptoglobins
22312-3,HAV,Hepatitis A (Total) antibody
22312-3,HAV,Hepatitis A (Total) antibody
22314-9,HAVM,Hepatitis A IgM antibody
22314-9,HAVM,Hepatitis A IgM antibody
22314-9,HAVM,Hepatitis A IgM antibody
22314-9,HAVM,Hepatitis A IgM antibody
7904-6,HAVR,Hepatitis A RNA
718-7,HB,HAEMOGLOBIN
718-7,HB,HAEMOGLOBIN
718-7,HB,HAEMOGLOBIN
718-7,HB,HAEMOGLOBIN
49693-5,HB1,Hepatitis E Ab - IgG
49693-5,HB1,Hepatitis E Ab - IgG
17856-6,HB1C,Haemoglobin A1c (DCCT)
17856-6,HB1C,Haemoglobin A1c (DCCT)
14212-5,HB2,Hepatitis E Ab - IgM
14212-5,HB2,Hepatitis E Ab - IgM
17856-6,HBA,Haemoglobin A1c (%)
4551-8,HBA2,HbA2
42245-1,HBA2,HbA2
17780-8,HBAG,Helicobacter Antigen(stool)
17780-8,HBAG,Helicobacter Antigen(stool)
17780-8,HBAG,Helicobacter Antigen(stool)
17780-8,HBAG,Helicobacter Antigen(stool)
17856-6,HBAM,HbA1c ( Boronate Affinity )
29891-9,HBB2,Pre - Urea Value
29891-9,HBB2,Pre - Urea Value
29891-9,HBB2,Pre - Urea Value
29891-9,HBB3,Post - Urea Value
29891-9,HBB3,Post - Urea Value
29891-9,HBB3,Post - Urea Value
29891-9,HBB4,Excess :
29891-9,HBB4,Excess :
29891-9,HBB4,Excess :
29891-9,HBB5,H. pylori status
29891-9,HBB5,H. pylori status
29891-9,HBB5,H. pylori status
44920-7,HBC,Haemoglobin C
44920-7,HBC,Haemoglobin C
44920-7,HBC,Haemoglobin C
24113-3,HBCM,Hepatitis B core IgM
24113-3,HBCM,Hepatitis B core IgM
24113-3,HBCM,Hepatitis B core IgM
13952-7,HBCR,Anti-HBcore
44921-5,HBDB,Haemoglobin D
44921-5,HBDB,Haemoglobin D
44921-5,HBDB,Haemoglobin D
42595-9,HBDN,Hepatitis B DNA
44922-3,HBE,Haemoglobin E
49322-1,HBEC,Cap EPS consistent with
49322-1,HBEC,Cap EPS consistent with
49322-1,HBEC,Cap EPS consistent with
13954-3,HBEE,Hep. Be Antigen
13954-3,HBEE,Hep. Be Antigen
4576-5,HBF,Haemoglobin F
42246-9,HBF,Haemoglobin F
718-7,HBGL,HAEMOGLOBIN (g/L)
718-7,HBGL,HAEMOGLOBIN (g/L)
718-7,HBGL,HAEMOGLOBIN (g/L)
40547-2,HBH,Haemoglobin H stain
718-7,HBN,HAEMOGLOBIN
718-7,HBN,HAEMOGLOBIN
718-7,HBN,HAEMOGLOBIN
42595-9,HBPC,Hepatitis B PCR Viral load
63557-3,HBQR,Hep B Quantitative Ag result
32366-7,HBRR,Hepatitis B Genotype
32366-7,HBRR,Hepatitis B Genotype
4625-0,HBS,Haemoglobin S
44923-1,HBS,Haemoglobin S
44923-1,HBS,Haemoglobin S
44923-1,HBS,Haemoglobin S
71858-5,HBS,Haemoglobin S
5193-8,HBSA,Hep. B surface Antibody
5193-8,HBSA,Hep. B surface Antibody
5195-3,HBSA,Hep. B surface Antibody
5193-8,HBSR,Anti-HBsurface
718-7,HBU,HAEMOGLOBIN (URINE)
718-7,HBU,HAEMOGLOBIN (URINE)
LOC_ESO,HBU,HAEMOGLOBIN (URINE)
42595-9,HBVQ,HEP B QUANTITATIVE ANTIGEN
49883-2,HBVR,HBsAg
5195-3,HBVR,HBsAg
54914-7,HCAG,Hep C Core Antigen
54914-7,HCAG,Hep C Core Antigen
54914-7,HCAG,Hep C Core Antigen
54914-7,HCAG,Hep C Core Antigen
20444-6,HCFT,Herpes simplex virus
45194-8,HCG,Human chorionic gonadotrophin
19180-9,HCG,Human chorionic gonadotrophin
45194-8,HCGQ,H.C.G
45194-8,HCGQ,H.C.G
49316-3,HCO1,Haemoglobinopathy conclusion
1963-8,HCO3,Bicarbonate
1963-8,HCO3,Bicarbonate
1963-8,HCO3,Bicarbonate
1963-8,HCO3,Bicarbonate
1963-8,HCO3,Bicarbonate
49322-1,HCON,Haemoglobinopathy Diagnosis
11011-4,HCPC,Hep C RNA (PCR) Viral Load
30522-7,HCRP,C-reactive protein (low level)
30522-7,HCRP,C-reactive protein (low level)
30522-7,HCRP,C-reactive protein (low level)
4544-3,HCT," HCT"
4544-3,HCT," HCT"
4544-3,HCT," HCT"
4544-3,HCT," HCT"
4544-3,HCT," HCT"
4544-3,HCTU,HCT
13955-0,HCVG,HEPATITIS C GENOTYPING
13955-0,HCVR,Anti-HCV
32286-7,HCVT,HEPATITIS C
13248-0,HD,Hepatitis D
33464-9,HDAG,Hepatitis Delta Antigen
33464-9,HDAG,Hepatitis Delta Antigen
29559-2,HDD,Haemophilus ducreyi Spec. DNA
14646-4,HDL,HDL Cholesterol
14646-4,HDL,HDL Cholesterol
14646-4,HDL,HDL Cholesterol
14646-4,HDL,HDL Cholesterol
14646-4,HDL,HDL Cholesterol
7906-1,HDRN,Hepatitis D RNA
13248-0,HDVT,Anti-HDV (Delta)
13248-0,HDVT,Anti-HDV (Delta)
55180-4,HE4,HE4
55180-4,HE4,HE4
55180-4,HE4,HE4
42244-4,HEA,Haemoglobin A
42244-4,HEA,Haemoglobin A
17859-0,HEAB,Helicobacter antibody result
17780-8,HEAG,Helicobacter antigen result
44920-7,HEC,Hep E Cost Marker
55180-4,HECA,HE4/CA125
49693-5,HEGE,Hepatitis E IgG
48068-1,HEIN,Heinz body preparation
48068-1,HEIN,Heinz body preparation
17859-0,HEL,H.pylori ab
17859-0,HEL,H.pylori ab
49316-3,HELC,Haemoglobin electrophresis
49316-3,HELC,Haemoglobin electrophresis
49316-3,HELC,Haemoglobin electrophresis
14212-5,HEME,Hepatitis E IgM
5195-3,HEPB,Hep. B surface Antigen
5195-3,HEPB,Hep. B surface Antigen
13955-0,HEPC,Hep. C Antibody
13955-0,HEPC,Hep. C Antibody
13955-0,HEPC,Hep. C Antibody
13955-0,HEPC,Hep. C Antibody
13248-0,HEPD,Hepatitis Delta Antibodies
13248-0,HEPD,Hepatitis Delta Antibodies
69577-5,HEPE,Hepatitis E RNA PCR
69577-5,HEPR,Hepatitis B Confirmation
20444-6,HERB,Herpes PCR I/II Bronchial Lav
20444-6,HERC,Herpes simplex I/II DNA - CSF
20444-6,HERD,Herpes simplex I/II DNA PCR
20444-6,HERD,Herpes simplex I/II DNA PCR
20444-6,HERS,HERPES (PCR SWAB)
34519-9,HFE,Screen:Haemochromatosis
34519-9,HFE,Screen:Haemochromatosis
14731-4,HFOL,Haemolysate Folate
14731-4,HFOL,Haemolysate Folate
34338-4,HG,Mercury
718-7,HGB,Haemoglobin
42244-4,HGBA,Haemoglobin A
44920-7,HGBC,Haemoglobin C
44921-5,HGBD,Haemoglobin D
44922-3,HGBE,Haemoglobin E
71858-5,HGBS,Haemoglobin S
34519-9,HGM,HAEMACHROMATOSIS GENE MUTATION
14361-0,HGRA,Gram Film
48712-4,HGRA,Gram Film
14361-0,HGRA,Gram Film
43244-3,HHV6,Herpes Virus 6 by PCR
43244-3,HHV6,Herpes Virus 6 by PCR
43244-3,HHV6,Herpes Virus 6 by PCR
43244-3,HHV6,Herpes Virus 6 by PCR
41146-2,HHV8,Human Herpes Virus-8(IgG)
41146-2,HHV8,Human Herpes Virus-8(IgG)
32364-2,HHV8,Human Herpes Virus-8(IgG)
31201-7,HI2I,HIV Immunocomb
5218-3,HIIM,Histoplasma immunodiffusion
61199-6,HIIR,Integrase Resistance
22755-3,HINF,Haemophilus influenza B ab's
22755-3,HINF,Haemophilus influenza B ab's
22755-3,HINF,Haemophilus influenza B ab's
31201-7,HIPA,VIDAS HIV 1+2 Antibodies
LOC_ESO,HIRR,HIV Resistance Testing
30359-4,HIS,Anti-Histone Ab
30359-4,HIS,Anti-Histone Ab
30359-4,HISA,PLEASE NOTE
22346-1,HISP,Histoplasmosis ab's
LOC_ESO,HIST,HISTOLOGY
30359-4,HIST,HISTOLOGY
LOC_ESO,HIT,Heparin PF4 Induced Antibodies
2161-8,HIT1,Creatinine
13755-4,HIT2,Histamine / creatinine ratio
13755-4,HIT2,Histamine / creatinine ratio
34316-0,HITT,Histamine - Plasma
34316-0,HITT,Histamine - Plasma
34316-0,HITT,Histamine - Plasma
2417-4,HITU,Histamine - Urine
2417-4,HITU,Histamine - Urine
2417-4,HITU,Histamine - Urine
56888-1,HIV,HIV (1 & 2 /P24 Ag) Screen
56888-1,HIV,HIV (1 & 2 /P24 Ag) Screen
56888-1,HIV2,Anti HIV 2 (GACPAT)
LOC_ESO,HIVA,Roche HIV Ab
56888-1,HIVD,HIV drug resistance
56888-1,HIVG,Anti-HIV IgG(GACELISA)
31201-7,HIVI,HIV Immunocomb
31201-7,HIVI,HIV Immunocomb
10351-5,HIVL,HIV-1 Viral load
74853-3,HIVP,HIV P24 antigen test
56888-1,HIVR,HIV REFERRAL
56888-1,HIVR,HIV REFERRAL
LOC_ESO,HIVS,HIV Status
25835-0,HIVS,HIV Status
56888-1,HIVV,VIDAS HIV 1+2 Antibodies
13298-5,HLA,HLA A Tissue Typing (Class 1)
50956-2,HLAB,HLA B27 result:
4821-5,HLAB,HLA B27 result:
4821-5,HLAB,HLA B27 result:
4821-5,HLAB,HLA B27 result:
51937-1,HLAF,HLA - Full type
LOC_ESOGEN,HLAR,HLA B5701
13300-9,HLBA,HLA A + B
42664-3,HLC,HLA TISSUE TYPING CW
21343-9,HLDQ,HLA DR & DQ Tissue Typing
LOC_ESOGEN,HLFC,HLA - FULL TISSUE TYPE
LOC_ESOGEN,HLPP,Hereditary Neuropathy with PP
LOC_ESO,HMBS,RBC HMBS
3276-3,HMWK,High Molecular Wt. Kininogen
20646-6,HOMO,Homocysteine
20646-6,HOMO,Homocysteine
20646-6,HOMO,Homocysteine
77399-4,HP16,HR HPV Type 16
77399-4,HP16,HR HPV Type 16
77400-0,HP18,HR HPV Type 18
77400-0,HP18,HR HPV Type 18
71432-9,HP20,HPV DNA PCR (low - high risk)
71432-9,HP20,HPV DNA PCR (low - high risk)
32286-7,HPCG,Hepatitis C Genotype
20444-6,HPCR,HIV PCR TEST
44015-6,HPCU,H. pylori culture
44015-6,HPCU,H. pylori culture
44015-6,HPCU,H. pylori culture
19773-1,HPCY,Guideline recommendation
71431-1,HPHR,HR HPV Other Types
71431-1,HPHR,HR HPV Other Types
6002-0,HPIA,Heparin/PF4 Induced Antibodies
69002-4,HPPR,HR-HPV RNA Result:
69002-4,HPPR,HR-HPV RNA Result:
69002-4,HPPR,HR-HPV RNA Result:
69002-4,HPPR,HR-HPV RNA Result:
44015-6,HPUC,Helicobacter Culture
44015-6,HPUC,Helicobacter Culture
71432-9,HPV,HPV Thin Prep
77399-4,HPV1,HPV Type 16 mRNA
77400-0,HPV2,HPV Type 18 mRNA
61375-2,HPV3,HPV Type 31 mRNA
61376-0,HPV4,HPV Type 33 mRNA
61380-2,HPV5,HPV Type 45 mRNA
LOC_HIST,HRE1,Supplementary Report 1
10351-5,HRNA,HPV RNA Summary:
16130-7,HS1P,Herpes simplex type 1
16952-4,HS1P,Herpes simplex type 1
20444-6,HS2,Herpes simplex I/II DNA PCR
20444-6,HS2,Herpes simplex I/II DNA PCR
20444-6,HS2,Herpes simplex I/II DNA PCR
16131-5,HS2P,Herpes simplex type 2
16960-7,HS2P,Herpes simplex type 2
32552-2,HSC,PK HIGH SUBSTRATE CONC.
13317-3,HSCR,MRSA culture
5206-8,HSI,HSV I  IgG
5206-8,HSI,HSV I  IgG
5206-8,HSI,HSV I  IgG
5206-8,HSI,HSV I  IgG
4644-1,HSID,Haemosiderin - Urine
4644-1,HSID,Haemosiderin - Urine
4644-1,HSID,Haemosiderin - Urine
4644-1,HSID,Haemosiderin - Urine
5209-2,HSII,HSV II IgG
5209-2,HSII,HSV II IgG
5209-2,HSII,HSV II IgG
5209-2,HSII,HSV II IgG
41399-7,HSM,HSV I & II IGM
41399-7,HSM,HSV I & II IGM
41399-7,HSM,HSV I & II IGM
41399-7,HSM,HSV I & II IGM
5206-8,HSV1,Herpes simplex virus
44519-7,HSV6,Herpes Virus 6 Ab's
43244-3,HSV6,Herpes Virus 6 Ab's
20444-6,HSVD,HSV DNA
5206-8,HSVG,HSV1/2 IgG by EIA(non-typed)
20444-6,HSVS,HSV sample
LOC_ESO,HTA3,"    Total T4 (Delfia)"
LOC_ESO,HTA4,"    Free T3 (Delfia)"
LOC_ESO,HTA5,"    TSH (Delfia)"
LOC_ESO,HTA6,"    Free T4 (Delfia)"
LOC_ESO,HTA9,"    ED Free T4"
16982-1,HTLC,HTLV SEROLOGY CONFIRMATION
16982-1,HTLC,HTLV SEROLOGY CONFIRMATION
29901-6,HTLV,HTLV 1 & 2 SEROLOGY
29901-6,HTLV,HTLV 1 & 2 SEROLOGY
29901-6,HTLV,HTLV 1 & 2 SEROLOGY
10839-9,HTPI,Troponin I (High Sensitivity)
6598-7,HTRT,Troponin T (High Sens)
6598-7,HTRT,Troponin T (High Sens)
6598-7,HTRT,Troponin T (High Sens)
33615-6,HU,Anti-Hu antibodies
31533-3,HUAB,Anti-Hu Antibodies
LOC_ESO,HUAB,Anti-Hu Antibodies
LOC_ESOGEN,HUNT,Gene Test - Huntington's
69354-9,HV21,HIV-2 RNA
69354-9,HV21,HIV-2 RNA
69354-9,HV22,HIV-2 RNA
69354-9,HV22,HIV-2 RNA
14782-7,HVA,Homovanillic Acid (Urine)
22708-2,HVCR,HVA / Creatinine
10351-5,HVL1,HIV-1 RNA
10351-5,HVL1,HIV-1 RNA
10351-5,HVL2,HIV-1 RNA
10351-5,HVL2,HIV-1 RNA
6565-6,HVS,Wet Preparation
6565-6,HVS0,Trichomonas vaginalis
12211-9,HVS1,Epithelial Cells
12211-9,HVS1,Epithelial Cells
12211-9,HVS1,Epithelial Cells
12226-7,HVS2,WBC
32761-9,HVS2,WBC
32761-9,HVS2,WBC
44242-6,HVS3,RBC
70124-3,HVS3,RBC
70124-3,HVS3,RBC
14370-1,HVS4,Yeasts
12275-4,HVS4,Yeasts
12275-4,HVS4,Yeasts
11261-5,HVS5,HVS Culture
10352-3,HVS5,HVS Culture
11261-5,HVS5,HVS Culture
10352-3,HVS8,
26673-4,HYAB,Hydatid ELISA
12736-5,HYAL,Hyaluronic acid
11483-5,HZPB,Herpes Zoster PCR - Blood
11483-5,HZPC,Herpes Zoster PCR
20392-7,I,Icteric index
20392-7,I,Icteric index
20392-7,I,Icteric index
20392-7,I,Icteric index
20392-7,I,Icteric index
31209-0,IA2,Anti-IA-2 Ab
31209-0,IA2,Anti-IA-2 Ab
34487-9,IAR,Influenza A RNA
34487-9,IAR,Influenza A RNA
14630-8,IBIL,Unconjugated Bilirubin
14630-8,IBIL,Unconjugated Bilirubin
14630-8,IBIL,Unconjugated Bilirubin
14630-8,IBIL,Unconjugated Bilirubin
2483-6,IBP3,IGF-binding protein 3
40982-1,IBR,Influenza B RNA
49535-8,IBR,Influenza B RNA
14801-5,IBS,Iron-binding saturation
31547-3,ICA,Islet cell antibodies
31547-3,ICA,Islet cell antibodies
1995-0,ICAL,Ionised Calcium
34708-8,ICT1,C.trachomatis INTERNAL
51865-4,ICT2,C.Trachomatis (NAAT) INTERNAL
34708-8,ICT2,C.Trachomatis (NAAT) INTERNAL
41171-0,ICTP,Type 1C Telopeptide(CTX)
34708-8,ICTU,C. trachomatis urine INTERNAL
31750-3,IEA,Inner Ear Antigen
31750-3,IEA,Inner Ear Antigen
56539-0,IFAB,Intrinsic Factor antibodies
56539-0,IFAB,Intrinsic Factor antibodies
56539-0,IFAB,Intrinsic Factor antibodies
56539-0,IFAB,Intrinsic Factor antibodies
56539-0,IFAB,Intrinsic Factor antibodies
14895-7,IFE,Immunofixation
14896-5,IFE,Immunofixation
12729-0,IFG,Gamma Interferon
763-3,IG,Immature granulocyte count
2466-1,IG1,IgG 1
2466-1,IG1,IgG 1
2466-1,IG1,IgG 1
2467-9,IG2,IgG 2
2467-9,IG2,IgG 2
2467-9,IG2,IgG 2
2468-7,IG3,IgG 3
2468-7,IG3,IgG 3
2468-7,IG3,IgG 3
2469-5,IG4,IgG 4
2469-5,IG4,IgG 4
2469-5,IG4,IgG 4
2458-8,IGA,Immunoglobulin A
2458-8,IGA,Immunoglobulin A
